name,format,version_current,python_min,outdated_python_min,optimize_count,optimize_codes,validate_passed,validate_errors,validate_warnings,version_latest,is_outdated,cve_count,cve_ids,error
django-todo,v0,2.5.0,,,0,,,,,,,,,
django-tree-queries,v0,0.15.0,,,0,,,,,,,,,
django-treenode,v1,0.23.2,3.10,,0,,,,,,,,,
django-utils-six,v0,2.0,,,0,,,,,,,,,
django-viewflow,v0,2.0.0,,,0,,,,,,,,,
django-visits,v0,0.1.6,,,0,,,,,,,,,
django-vite,v0,3.0.6,,,0,,,,,,,,,
django-vite-plugin,v0,3.0.0,,,0,,,,,,,,,
django-watchfiles,v1,1.4.0,3.10,,0,,,,,,,,,
django-weasyprint,v0,2.5.0,,,0,,,,,,,,,
django-webpack-loader,v0,3.0.0,,,0,,,,,,,,,
django-wildewidgets,v0,0.16.13,,,0,,,,,,,,,
django-yugabytedb,v0,4.0.0.post1,,,0,,,,,,,,,
django_coverage_plugin,v0,3.1.0,,,0,,,,,,,,,
django_otlp_log_exporter,v0,1.0.3,,,0,,,,,,,,,
djangocms-attributes-field,v0,4.0.0,,,0,,,,,,,,,
djangocms-bootstrap5,v0,0.1.0,,,0,,,,,,,,,
djangocms-frontend,v0,2.0.0,,,0,,,,,,,,,
djangocms-history,v0,2.2.3,,,0,,,,,,,,,
djangocms-icon,v0,2.1.0,,,0,,,,,,,,,
djangocms-link,v0,5.0.0,,,0,,,,,,,,,
djangocms-picture,v0,4.1.1,,,0,,,,,,,,,
djangocms-style,v0,3.1.0,,,0,,,,,,,,,
djangocms-text-ckeditor,v0,5.1.5,,,0,,,,,,,,,
djangorestframework,both,3.16.0,,,0,,,,,,,,,
djangorestframework-dataclasses,v0,1.3.0,,,0,,,,,,,,,
djangorestframework-guardian,v1,0.4.0,3.10,,0,,,,,,,,,
djangorestframework-jsonapi,v0,6.1.0,,,0,,,,,,,,,
djangorestframework-stubs,v0,3.14.4,,,0,,,,,,,,,
djantic,v0,0.7.0,,,0,,,,,,,,,
djc-core,v1,1.2.2,,,0,,,,,,,,,
djc-core-html-parser,both,1.0.2,3.9,True,0,,,,,,,,,
djlint,v0,1.35.3,,,0,,,,,,,,,
djongo,v0,1.3.6,,,0,,,,,,,,,
djongo5,v0,1.3.9,,,0,,,,,,,,,
dlt,both,1.22.2,3.10,,0,,,,,,,,,
dlt-pendulum,v0,3.0.2,,,0,,,,,,,,,
dm-meltingpot,v0,2.2.0,,,0,,,,,,,,,
Docs2Static,v1,0.6,3.14,,0,,,,,,,,,
docstring_parser_fork,v0,0.0.5,,,0,,,,,,,,,
docx2python,v0,2.8.0,,,0,,,,,,,,,
docx2txt,v0,0.8,,,0,,,,,,,,,
dpd-components,v0,0.1.0,,,0,,,,,,,,,
dpd_components,both,0.2.0,3.9,True,0,,,,,,,,,
draftjs-exporter,v0,5.0.0,,,0,,,,,,,,,
draftjs_exporter,both,5.2.0,3.10,,0,,,,,,,,,
dremio-arrow,v0,1.0.3,,,0,,,,,,,,,
dremio-cli,v1,2.0.0,3.11,,0,,,,,,,,,
dremio-flight-python,v0,1.0.0,,,0,,,,,,,,,
dremio-local-mcp,v1,0.5.0,3.10,,0,,,,,,,,,
dremio-simple-query,v1,2.0.0,3.10,,0,,,,,,,,,
dremioframe,v1,0.25.1,3.10,,0,,,,,,,,,
drf-pydantic,v0,2.7.0,,,0,,,,,,,,,
drf-spectacular,v0,0.28.0,,,0,,,,,,,,,
drf-spectacular-sidecar,v0,2024.11.1,,,0,,,,,,,,,
drf-standardized-errors,v0,0.12.5,,,0,,,,,,,,,
drf-to-mkdoc,v1,0.1.9,3.9,True,0,,,,,,,,,
drf-writable-nested,both,0.7.2,3.10,,0,,,,,,,,,
dsnparse,v1,0.1.15,3.9,True,0,,,,,,,,,
duckdb-server,v0,0.12.0,,,0,,,,,,,,,
duckdb-wasm,v0,1.29.0,,,0,,,,,,,,,
dw-hamilton-sdk,v0,0.3.2,,,0,,,,,,,,,
dynaconf,v0,3.2.0,,,0,,,,,,,,,
easier,v0,1.3.13,,,0,,,,,,,,,
easy-thumbnails,v0,2.8.5,,,0,,,,,,,,,
easydict,v0,1.13,,,0,,,,,,,,,
ebcdic-parser,v0,3.0.0,,,0,,,,,,,,,
ebooklib,v0,0.18,,,0,,,,,,,,,
erroranalysis,v0,0.5.3,,,0,,,,,,,,,
etcd-distro,v0,3.5.1,,,0,,,,,,,,,
evidently,v0,0.4.15,,,0,,,,,,,,,
example,v0,3.8.2,,,0,,,,,,,,,
excel-mcp-server,v1,0.1.6,3.10,,0,,,,,,,,,
factory-boy,v0,3.3.0,,,0,,,,,,,,,
fastadmin,v1,0.2.22,,,0,,,,,,,,,
fastapi,v0,0.110.1,,,0,,,,,,,,,
fastapi-cli,v0,0.0.5,,,0,,,,,,,,,
fastapi-forge,v1,0.13.0,,,0,,,,,,,,,
fastapi-slim,v1,0.121.1,3.10,,0,,,,,,,,,
fastavro,v0,1.8.2,,,0,,,,,,,,,
faster-whisper,both,1.1.1,,,0,,,,,,,,,
fastmcp,both,3.0.2,3.10,,0,,,,,,,,,
fastt5,v0,0.1.4,,,0,,,,,,,,,
feast,both,0.59.0,3.10,,0,,,,,,,,,
feathr,v0,1.0.0,,,0,,,,,,,,,
fido2,both,2.0.0,3.10,,0,,,,,,,,,
find-kedro,v0,0.1.1,,,0,,,,,,,,,
firecrawl-py,v1,4.3.6,3.10,,0,,,,,,,,,
fixedint,both,0.1.6,3.9,True,0,,,,,,,,,
fixedwidth,v0,1.3,,,0,,,,,,,,,
flake518,v0,1.6.0,,,0,,,,,,,,,
flake8-2020,v0,1.8.1,,,0,,,,,,,,,
flake8-bandit,v0,4.1.1,,,0,,,,,,,,,
flake8-debugger,v0,4.1.2,,,0,,,,,,,,,
flake8-django,v0,1.4,,,0,,,,,,,,,
flake8-executable,v0,2.1.3,,,0,,,,,,,,,
flake8-logging,v0,1.2.0,,,0,,,,,,,,,
flake8-no-pep420,v0,2.7.0,,,0,,,,,,,,,
flake8-pylint,v0,0.2.0,,,0,,,,,,,,,
Flake8-pyproject,v0,1.2.3,,,0,,,,,,,,,
flake8-simplify,v0,0.20.0,,,0,,,,,,,,,
flake8-tidy-imports,v0,4.10.0,,,0,,,,,,,,,
flash-attention,v0,2.5.8,,,0,,,,,,,,,
flask-appbuilder,v0,5.0.2,,,0,,,,,,,,,
flask-caching,v0,2.3.0,,,0,,,,,,,,,
flask-limiter,v0,4.0.0,3.10,,0,,,,,,,,,
flask-opentracing,v0,1.1.0,,,0,,,,,,,,,
flatterer,v0,0.19.3,,,0,,,,,,,,,
floweaver,v0,2.0.1,,,0,,,,,,,,,
frictionless-ckan-mapper,v0,1.0.9,,,0,,,,,,,,,
fs.googledrivefs,both,2.5.0,3.10,,0,,,,,,,,,
gekko,v0,1.0.6,,,0,,,,,,,,,
gender-guesser,v0,0.4.0,,,0,,,,,,,,,
get_pypi_latest_version,v1,0.1.0,3.10,,0,,,,,,,,,
getdaft,v1,0.6.7,3.10,,0,,,,,,,,,
GetPyPiLatestVersion,both,0.1.0,3.10,,0,,,,,,,,,
gibr,v1,0.10.0,3.11,,0,,,,,,,,,
git-credential-manager,v1,2.6.1,,,0,,,,,,,,,
git-history,v0,0.6.1,,,0,,,,,,,,,
git-hound,v1,3.0.0,,,0,,,,,,,,,
gita,v0,0.16.6.6,,,0,,,,,,,,,
gitflow-analytics,v1,3.12.6,3.10,,0,,,,,,,,,
gitflow-studio,both,1.0.4,,,0,,,,,,,,,
google-api-core,v0,2.11.1,,,0,,,,,,,,,
google-auth,v0,2.23.0,,,0,,,,,,,,,
google-auth-oauthlib,v0,1.0.0,,,0,,,,,,,,,
google-cloud-bigquery-connection,v0,1.16.0,,,0,,,,,,,,,
google-cloud-bigquery-storage,v0,2.33.1,,,0,,,,,,,,,
google-cloud-functions,v0,1.18.0,,,0,,,,,,,,,
google-cloud-iam,v0,2.16.0,,,0,,,,,,,,,
google-cloud-ndb,v0,2.4.2,3.10,,0,,,,,,,,,
google-cloud-scheduler,v0,2.17.0,,,0,,,,,,,,,
google-pso-data-validator,v0,3.2.0,,,0,,,,,,,,,
google-re2,v0,1.1.20240702,,,0,,,,,,,,,
googleapis-common-protos,v0,1.61.0,,,0,,,,,,,,,
gorilla,v1,0.4.0,,,0,,,,,,,,,
gotenberg-client,v1,0.12.0,3.10,,0,,,,,,,,,
gprof2dot,v0,2024.6.6,,,0,,,,,,,,,
gpt4all,v0,2.7.0,,,0,,,,,,,,,
gptq,v0,0.0.3,,,0,,,,,,,,,
gradle,v0,8.3.0,,,0,,,,,,,,,
grafana-client,v0,4.1.2,,,0,,,,,,,,,
grafeo,v1,0.5.22,3.12,,0,,,,,,,,,
graphene-django,v0,3.1.4,,,0,,,,,,,,,
graphify,v1,0.4.9,3.10,,0,,,,,,,,,
great-expectations,v0,0.18.7,,,0,,,,,,,,,
grimp,both,3.8.1,,,0,,,,,,,,,
gripcontrol,v0,4.2.0,,,0,,,,,,,,,
grpc-cpp,v0,1.74.1,,,0,,,,,,,,,
grpc-google-iam-v1,both,0.14.3,3.10,,0,,,,,,,,,
grpcio,v0,1.56.0,,,0,,,,,,,,,
grpcio-gcp,v0,0.2.2,,,0,,,,,,,,,
grpcio-opentracing,v0,1.1.4,,,0,,,,,,,,,
grpcio-status,v0,1.44.0,,,0,,,,,,,,,
grunnur,v0,0.5.0,,,0,,,,,,,,,
guidance,v1,0.2.5,,,0,,,,,,,,,
guidance-stitch,v1,0.1.5,3.10,,0,,,,,,,,,
gw-dsl-parser,both,0.1.49.1,3.10,,0,,,,,,,,,
h2o-featurestore,v0,1.1.2,,,0,,,,,,,,,
h2o-lightwave,v0,1.0.0,,,0,,,,,,,,,
h2o-lightwave-web,v0,1.0.0,,,0,,,,,,,,,
h2o-nitro,v0,0.20.0,,,0,,,,,,,,,
h2o-wave,v0,1.0.0,,,0,,,,,,,,,
h2ogpt,v0,0.2.0,,,0,,,,,,,,,
hatch-build-scripts,v0,0.0.4,,,0,,,,,,,,,
haystack-ai,v1,2.17.1,,,0,,,,,,,,,
hdf5tools,v0,0.4.2,,,0,,,,,,,,,
hdfsbrowser,v0,1.1.1,,,0,,,,,,,,,
helm-docs,v0,1.14.2,,,0,,,,,,,,,
heroicons,v0,2.6.0,,,0,,,,,,,,,
hiredis,v0,3.0.0,,,0,,,,,,,,,
hll,v0,2.1.7,,,0,,,,,,,,,
html-json-forms,v0,1.1.1,,,0,,,,,,,,,
html-tag-names,v0,0.1.2,,,0,,,,,,,,,
html-to-markdown,v1,2.23.4,3.10,,0,,,,,,,,,
html-void-elements,v0,0.1.0,,,0,,,,,,,,,
html5lib,v0,1.1,,,0,,,,,,,,,
html5lib-modern,v0,1.2,,,0,,,,,,,,,
htmldocx,v0,0.0.6,,,0,,,,,,,,,
hubspot-api-client,v0,4.0.6,,,0,,,,,,,,,
hurry.filesize,v0,0.9,,,0,,,,,,,,,
hyperscript,v0,0.3.0,,,0,,,,,,,,,
ibis-framework,v0,10.0.0,3.10,,0,,,,,,,,,
ibish,v0,1.0.2,,,0,,,,,,,,,
icalendar,v0,6.0.1,,,0,,,,,,,,,
iceberg-cli,v1,0.1.0,,,0,,,,,,,,,
iceframe,v1,0.10.0,,,0,,,,,,,,,
image,v0,1.5.33,,,0,,,,,,,,,
immutables,v1,0.21,,,0,,,,,,,,,
import-linter,both,2.5.2,3.10,,0,,,,,,,,,
impyla,v0,0.19.0,,,0,,,,,,,,,
inertia-django,v0,0.6.0,,,0,,,,,,,,,
inotifyrecursive,v1,0.3.5,3.10,,0,,,,,,,,,
install-jdk,v0,1.0.2,,,0,,,,,,,,,
intake-dataframe-catalog,v0,0.2.4,,,0,,,,,,,,,
intake-dcat,v0,0.4.0,,,0,,,,,,,,,
intake-hive,v0,0.1.1,,,0,,,,,,,,,
intake-nested-yaml-catalog,v0,0.1.0,,,0,,,,,,,,,
intake-odbc,v0,0.2.0,,,0,,,,,,,,,
interpret-community,v0,0.31.0,,,0,,,,,,,,,
iommi,v1,7.19.2,3.10,,0,,,,,,,,,
itertable,v0,2.2.0,,,0,,,,,,,,,
jake,v0,3.0.11,,,0,,,,,,,,,
java-access-bridge-wrapper,both,2.0.0,3.10,,0,,,,,,,,,
jellyfish,v0,1.0.3,,,0,,,,,,,,,
jh2,v0,5.0.3,,,0,,,,,,,,,
jhub-apps,v1,2025.8.1,3.10,,0,,,,,,,,,
jinja2-ospath,v1,0.3.0,3.10,,0,,,,,,,,,
jinja2-simple-tags,v0,0.5.0,,,0,,,,,,,,,
jira,v0,2.0.0,,,0,,,,,,,,,
jsbeautifier,v0,1.14.8,,,0,,,,,,,,,
json-rpc,both,1.15.0,3.10,,0,,,,,,,,,
json-stream-rs-tokenizer,both,0.4.29,3.9,True,0,,,,,,,,,
json-strong-typing,v1,0.3.9,3.9,True,0,,,,,,,,,
json5,v0,0.9.14,,,0,,,,,,,,,
json_stream,v0,2.3.2,,,0,,,,,,,,,
jupyter-book,v0,0.15.1,,,0,,,,,,,,,
jupyter-collaboration-ui,v1,2.1.1,,,0,,,,,,,,,
jupyter-docprovider,v1,2.1.1,,,0,,,,,,,,,
jupyter-marimo-proxy,v0,0.0.4,,,0,,,,,,,,,
jupyter-resource-usage,v1,1.2.0,,,0,,,,,,,,,
jupyter-server-documents,both,0.1.0a9,3.10,,0,,,,,,,,,
jupyter-server-ydoc,v1,2.1.1,,,0,,,,,,,,,
jupyterlab-execute-time,v1,3.2.0,,,0,,,,,,,,,
jupyterlab-gallery,v1,0.6.3,3.10,,0,,,,,,,,,
jupyterlab-jhub-apps,v1,0.3.1,,,0,,,,,,,,,
jupyterlab-launchpad,v1,1.0.3,3.10,,0,,,,,,,,,
jupyterlab-nebari-mode,v1,0.3.0,,,0,,,,,,,,,
jupyterlab-new-launcher,v1,0.5.1,,,0,,,,,,,,,
jupyterlab-rise,both,0.43.1,3.10,,0,,,,,,,,,
jupyterlab-s3-browser,v0,0.12.0,,,0,,,,,,,,,
jupyterlab-slideshow,v1,0.3.4,3.10,,0,,,,,,,,,
jurigged,v1,0.6.1,3.10,,0,,,,,,,,,
kanaries-track,both,0.0.5,3.9,True,0,,,,,,,,,
kantoku,v0,0.18.1,,,0,,,,,,,,,
kedro,both,1.1.0,3.10,,0,,,,,,,,,
kedro-aim,v0,0.1.3,,,0,,,,,,,,,
kedro-airflow,v0,0.8.0,,,0,,,,,,,,,
kedro-azureml,v0,0.7.0,,,0,,,,,,,,,
kedro-boot,v0,0.2.0,,,0,,,,,,,,,
kedro-dagster,v1,0.6.0,3.11,,0,,,,,,,,,
kedro-databricks,v0,0.0.1,,,0,,,,,,,,,
kedro-datasets,v0,9.0.0,3.10,,0,,,,,,,,,
kedro-docker,both,0.6.2,3.9,True,0,,,,,,,,,
kedro-graphql,v0,0.3.5,,,0,,,,,,,,,
kedro-grpc-server,v0,0.1.0,,,0,,,,,,,,,
kedro-hub,v0,0.9.0,,,0,,,,,,,,,
kedro-init,v1,0.1.0,3.9,True,0,,,,,,,,,
kedro-light,v0,2023.3.13,,,0,,,,,,,,,
kedro-mlflow,v0,0.12.0,,,0,,,,,,,,,
kedro-pack,v0,0.0.1,,,0,,,,,,,,,
kedro-pandera,v0,0.1.0,,,0,,,,,,,,,
kedro-popmon,v0,0.1.0,,,0,,,,,,,,,
kedro-projetaai,v0,0.1.0b1,,,0,,,,,,,,,
kedro-snowflake,v0,0.2.1,,,0,,,,,,,,,
kedro-telemetry,v0,0.6.0,,,0,,,,,,,,,
kedro-templar,v0,0.0.6,,,0,,,,,,,,,
kedro-vertexai,v0,0.10.0,,,0,,,,,,,,,
kedro-viz,both,12.2.0,3.10,,0,,,,,,,,,
kedro_graphql,v0,0.3.5,,,0,,,,,,,,,
kerberos,v0,1.3.1,,,0,,,,,,,,,
kfp,v0,1.8.22,,,0,,,,,,,,,
kfp-notebook,v0,3.15.0,,,0,,,,,,,,,
kfp-pipeline-spec,v0,0.2.2,,,0,,,,,,,,,
kfp-server-api,v0,1.8.5,,,0,,,,,,,,,
kthread,v0,0.2.3,,,0,,,,,,,,,
laces,v0,0.1.0,,,0,,,,,,,,,
lambdaprompt,v0,0.6.1,,,0,,,,,,,,,
lance-namespace,v0,0.6.1,3.10,,0,,,,,,,,,
lance-namespace-urllib3-client,both,0.7.0,3.10,,0,,,,,,,,,
lancedb,v0,0.30.0,3.10,,0,,,,,,,,,
LangChain,both,0.3.27,3.10,,0,,,,,,,,,
langchain-core,both,0.3.76,3.10,,0,,,,,,,,,
langchain-mcp-adapters,v1,0.2.1,3.10,,0,,,,,,,,,
langchain-opendataloader-pdf,v1,2.0.0,3.10,,0,,,,,,,,,
langchain-text-splitters,both,0.3.11,3.10,,0,,,,,,,,,
langfuse,v1,2.60.10,3.10,,0,,,,,,,,,
langsmith,both,0.4.46,3.10,,0,,,,,,,,,
langsmith-mcp-server,v1,0.1.1,3.11,,0,,,,,,,,,
langsmith-pyo3,both,0.1.0rc5,3.10,,0,,,,,,,,,
lark,v0,1.2.1,,,0,,,,,,,,,
lark-parser,v0,0.12.0,,,0,,,,,,,,,
lazy-imports,v0,0.3.1,,,0,,,,,,,,,
limeade,v1,0.1.1,3.9,True,0,,,,,,,,,
linkify-it-py,v0,2.0.2,,,0,,,,,,,,,
livy,v0,0.8.0,,,0,,,,,,,,,
llm,v0,0.24.2,,,0,,,,,,,,,
llm-gpt4all,v0,0.3,,,0,,,,,,,,,
llms-py,v1,2.0.32,3.10,,0,,,,,,,,,
lm-format-enforcer,v0,0.11.2,3.10,,0,,,,,,,,,
loki-logger-handler,v0,1.0.0,,,0,,,,,,,,,
lumen,v0,0.6.3,,,0,,,,,,,,,
lupa,both,2.6,3.10,,0,,,,,,,,,
mailpit,v0,1.28.0,,,0,,,,,,,,,
marimo,v0,0.1.66,,,0,,,,,,,,,
markdown-to-confluence,both,0.4.6,3.10,,0,,,,,,,,,
markdownify-mcp-server,v1,0.1.13,3.13,,0,,,,,,,,,
markitdown,v1,0.1.2,3.10,,0,,,,,,,,,
markitdown-mcp,v1,0.0.1a4,3.10,,0,,,,,,,,,
markitdown-mcp-server,v1,0.1.11,3.12,,0,,,,,,,,,
markitdown-pro,v1,1.0.2,3.12,,0,,,,,,,,,
markov_draftjs,v0,0.2.0,,,0,,,,,,,,,
marquez-python,v0,0.50.0,,,0,,,,,,,,,
marshmallow-sqlalchemy,v0,0.30.0,,,0,,,,,,,,,
marvin,v0,1.5.6,,,0,,,,,,,,,
matplotlib,v0,3.8.0,,,0,,,,,,,,,
mcp,v0,1.25.0,3.10,,0,,,,,,,,,
mcp-atlassian,v1,0.11.7,3.10,,0,,,,,,,,,
mcp-django,v1,0.12.0,3.10,,0,,,,,,,,,
mcp-powerpoint,both,1.0.0,3.12,,0,,,,,,,,,
mcp-ui-server,v0,1.0.0,3.10,,0,,,,,,,,,
memray,v0,1.11.0,,,0,,,,,,,,,
micropip,v0,0.11.1,3.13,,0,,,,,,,,,
minio,v0,7.2.8,,,0,,,,,,,,,
misata,v0,0.1.0b0,3.10,,0,,,,,,,,,
mitoinstaller,v0,0.0.239,,,0,,,,,,,,,
mitosheet,v0,0.1.505,,,0,,,,,,,,,
mitosheet-private,v0,0.3.0,,,0,,,,,,,,,
mitosheet3,v0,0.3.281,,,0,,,,,,,,,
mlflavors,v0,0.1.0,,,0,,,,,,,,,
mlflow,v0,2.8.1,,,0,,,,,,,,,
mlflow-skinny,v0,2.8.1,,,0,,,,,,,,,
mlflow-vizmod,v0,1.1.3,,,0,,,,,,,,,
mlserver,v0,1.3.5,,,0,,,,,,,,,
mlserver-mlflow,v0,1.3.5,,,0,,,,,,,,,
modelsearch,v1,1.1.1,3.10,,0,,,,,,,,,
modin-spreadsheet,v0,0.1.2,,,0,,,,,,,,,
mozilla-django-oidc,v1,5.0.1,3.10,,0,,,,,,,,,
msal,v0,1.34.0,,,0,,,,,,,,,
msrest,v0,0.7.1,,,0,,,,,,,,,
mssql-django,v0,1.7,3.10,,0,,,,,,,,,
mssql-python,v1,0.12.0,3.10,,0,,,,,,,,,
multirun,v0,0.2.2,,,0,,,,,,,,,
myst-parser,v0,2.0.0,,,0,,,,,,,,,
natural-keys,v0,2.1.0,,,0,,,,,,,,,
nbqa,v0,1.9.1,3.10,,0,,,,,,,,,
neapolitan,v0,23.11,,,0,,,,,,,,,
nebari-doctor,v1,2025.3.1rc3,,,0,,,,,,,,,
nebari-jupyterhub-theme,v1,2024.7.1,,,0,,,,,,,,,
nebari-plugin-airflow,v1,0.0.2,,,0,,,,,,,,,
nebari-plugin-cert-manager-chart,v1,0.0.1,3.10,,0,,,,,,,,,
nebari-plugin-label-studio-chart,v1,0.0.7,,,0,,,,,,,,,
nebari-plugin-metrics-server,v1,0.0.1,3.10,,0,,,,,,,,,
nebari-plugin-mlflow-aws,v1,0.0.16,,,0,,,,,,,,,
nebari-plugin-ray,v1,0.0.3,,,0,,,,,,,,,
nebari-plugin-self-registration,v1,0.0.15,3.10,,0,,,,,,,,,
nebari-workflow-controller,v1,2023.7.1,,,0,,,,,,,,,
negspacy,v0,1.0.4,,,0,,,,,,,,,
neuralcoref,both,4.0,3.10,,0,,,,,,,,,
nh3,v0,0.2.15,,,0,,,,,,,,,
niquests,v0,3.10.0,,,0,,,,,,,,,
nl2query,v0,0.1.5,,,0,,,,,,,,,
nlp-feature-extractors,v0,0.1.0,,,0,,,,,,,,,
noiseflow,v0,0.1.0,,,0,,,,,,,,,
ocrmypdf,both,16.11.1,3.10,,0,,,,,,,,,
Office365-REST-Python-Client,v0,2.5.13,,,0,,,,,,,,,
okta-jwt-verifier,both,0.3.0,,,0,,,,,,,,,
omnixai,v0,1.3.1,,,0,,,,,,,,,
open-webui,both,0.6.26,3.11,,0,,,,,,,,,
openai-agents,v0,0.6.3,3.10,,0,,,,,,,,,
openai-apps-sdk-ui,v0,0.2.0,,,0,,,,,,,,,
opencensus,v1,0.11.4,,,0,,,,,,,,,
opencensus-context,v1,0.1.3,,,0,,,,,,,,,
opencensus-ext-logging,both,0.1.1,3.9,True,0,,,,,,,,,
opencensus-python,v0,0.11.4-1.1.13,,,0,,,,,,,,,
opendataeditor,v0,1.0.0,,,0,,,,,,,,,
opendataloader-pdf,v1,2.2.1,3.10,,0,,,,,,,,,
openevolve,v1,0.2.23,3.10,,0,,,,,,,,,
openlineage-airflow,both,1.35.0,3.10,,0,,,,,,,,,
openlineage-dagster,both,1.35.0,3.10,,0,,,,,,,,,
openlineage-dbt,both,1.35.0,3.10,,0,,,,,,,,,
openlineage-integration-common,both,1.35.0,3.10,,0,,,,,,,,,
openlineage-python,both,1.35.0,3.10,,0,,,,,,,,,
openlineage-sql,both,1.42.1,3.10,,0,,,,,,,,,
openlineage-suite,v0,0.28.0,,,0,,,,,,,,,
openllm,v0,0.5.3,,,0,,,,,,,,,
openllm-client,v0,0.4.31,,,0,,,,,,,,,
openllm-core,v0,0.5.2,,,0,,,,,,,,,
openmetadata-airflow-managed-apis,v0,0.11.5.3,,,0,,,,,,,,,
openmetadata-ingestion,both,1.11.5.0,3.10,,0,,,,,,,,,
openmetadata-managed-apis,both,{{,,,0,,,,,,,,,
openmetadata-sqllineage,v0,1.1.2.0,,,0,,,,,,,,,
openspec,both,0.16.0,,,0,,,,,,,,,
opentelemetry-api,v0,1.40.0,3.10,,0,,,,,,,,,
opentelemetry-distro,v0,0.42b0,,,0,,,,,,,,,
opentelemetry-exporter-gcp-monitoring,v0,1.8.0a0,,,0,,,,,,,,,
opentelemetry-exporter-gcp-trace,v0,1.6.0,,,0,,,,,,,,,
opentelemetry-exporter-google-cloud,v0,0.18b1,,,0,,,,,,,,,
opentelemetry-exporter-jaeger-thrift,v0,1.21.0,,,0,,,,,,,,,
opentelemetry-exporter-otlp,v0,1.23.0,,,0,,,,,,,,,
opentelemetry-exporter-otlp-proto-common,v0,1.21.0,,,0,,,,,,,,,
opentelemetry-exporter-otlp-proto-grpc,v0,1.29.0,,,0,,,,,,,,,
opentelemetry-exporter-otlp-proto-http,v0,1.29.0,,,0,,,,,,,,,
opentelemetry-exporter-prometheus,both,0.55b1,,,0,,,,,,,,,
opentelemetry-exporter-prometheus-remote-write,v0,0.44b0,,,0,,,,,,,,,
opentelemetry-instrumentation,v0,0.49b0,,,0,,,,,,,,,
opentelemetry-instrumentation-asgi,v0,0.50b0,,,0,,,,,,,,,
opentelemetry-instrumentation-asyncio,v1,0.56b0,3.9,True,0,,,,,,,,,
opentelemetry-instrumentation-boto3sqs,v1,0.56b0,3.9,True,0,,,,,,,,,
opentelemetry-instrumentation-click,v1,0.56b0,3.9,True,0,,,,,,,,,
opentelemetry-instrumentation-confluent-kafka,v1,0.58b0,3.10,,0,,,,,,,,,
opentelemetry-instrumentation-django,v0,0.57b0,,,0,,,,,,,,,
opentelemetry-instrumentation-falcon,v0,0.57b0,,,0,,,,,,,,,
opentelemetry-instrumentation-flask,both,0.57b0,3.9,True,0,,,,,,,,,
opentelemetry-instrumentation-grpc,v0,0.42b0,,,0,,,,,,,,,
opentelemetry-instrumentation-httpx,v0,0.46b0,,,0,,,,,,,,,
opentelemetry-instrumentation-kafka-python,v1,0.58b0,3.10,,0,,,,,,,,,
opentelemetry-instrumentation-logging,v0,0.42b0,,,0,,,,,,,,,
opentelemetry-instrumentation-psycopg,v0,0.49b2,,,0,,,,,,,,,
opentelemetry-instrumentation-psycopg2,both,0.62b0,3.10,,0,,,,,,,,,
opentelemetry-instrumentation-sqlalchemy,v0,0.42b0,,,0,,,,,,,,,
opentelemetry-instrumentation-system-metrics,v0,0.50b0,,,0,,,,,,,,,
opentelemetry-instrumentation-tortoiseorm,v1,0.56b0,3.9,True,0,,,,,,,,,
opentelemetry-instrumentation-wsgi,v0,0.57b0,,,0,,,,,,,,,
opentelemetry-propagator-b3,both,1.33.1,3.9,True,0,,,,,,,,,
opentelemetry-propagator-gcp,v0,1.6.0,,,0,,,,,,,,,
opentelemetry-proto,v0,1.29.0,,,0,,,,,,,,,
opentelemetry-resource-detector-azure,both,0.1.5,3.9,True,0,,,,,,,,,
opentelemetry-resourcedetector-gcp,v0,1.6.0a0,,,0,,,,,,,,,
opentelemetry-sdk,v0,1.40.0,3.10,,0,,,,,,,,,
opentelemetry-semantic-conventions,v0,0.61b0,3.10,,0,,,,,,,,,
opentelemetry-suite,v0,0.42b0,,,0,,,,,,,,,
opentelemetry-util-http,v0,0.57b0,,,0,,,,,,,,,
optional-django,v0,0.3.0,,,0,,,,,,,,,
ordeq,v1,1.2.1,3.10,,0,,,,,,,,,
ordereddict,v0,1.1,,,0,,,,,,,,,
ossindex-lib,v0,1.1.1,,,0,,,,,,,,,
osv,v0,0.0.22,3.11,,0,,,,,,,,,
ovld,v1,0.5.12,3.10,,0,,,,,,,,,
packageurl-python,v0,0.12.0,,,0,,,,,,,,,
paddle,both,3.0.0,,,0,,,,,,,,,
pandas-gbq,v0,0.24.0,,,0,,,,,,,,,
pandas-profiling,v0,3.6.6,,,0,,,,,,,,,
pandas-schema,v1,0.3.6,3.9,True,0,,,,,,,,,
pandasai,v0,0.2.14,,,0,,,,,,,,,
pandavro,v0,1.7.2,,,0,,,,,,,,,
paperless-ngx,v1,2.19.2,3.10,,0,,,,,,,,,
parallel-ssh,v0,2.12.0,,,0,,,,,,,,,
parquet-metadata,v0,0.0.1,,,0,,,,,,,,,
parse,v0,1.20.2,,,0,,,,,,,,,
parse-type,v0,0.6.4,,,0,,,,,,,,,
parsec,v0,3.15,,,0,,,,,,,,,
pathvalidate,v0,3.2.1,,,0,,,,,,,,,
pdfminer-six,v0,20251230,3.10,,0,,,,,,,,,
pdfplumber,v0,0.11.9,3.10,,0,,,,,,,,,
peewee-migrate,both,1.12.2,,,0,,,,,,,,,
