name,format,version_current,python_min,outdated_python_min,optimize_count,optimize_codes,validate_passed,validate_errors,validate_warnings,version_latest,is_outdated,cve_count,cve_ids,error
perspective,v0,3.0.0,,,0,,,,,,,,,
perspective-python,v0,3.0.0,,,0,,,,,,,,,
pi-heif,both,1.1.1,3.10,,0,,,,,,,,,
pigar,v0,2.1.6,,,0,,,,,,,,,
Pillow,v0,11.2.1,,,0,,,,,,,,,
pillow-heif,v0,1.1.1,,,0,,,,,,,,,
pillow_heif,v0,0.20.0,,,0,,,,,,,,,
pins,v0,0.8.6,,,0,,,,,,,,,
pinyin,v0,0.4.0,,,0,,,,,,,,,
pip,v0,24.1,,,0,,,,,,,,,
pip-audit,v0,2.7.3,,,0,,,,,,,,,
pipdeptree,v0,2.23.3,,,0,,,,,,,,,
pixi-build-python,v1,0.1.10,3.12,,0,,,,,,,,,
pixi-build-rattler-build,v1,0.1.13,3.12,,0,,,,,,,,,
playwright-python,v0,1.43.0,,,0,,,,,,,,,
podman,v0,5.4.2,,,0,,,,,,,,,
podman-desktop,v1,1.24.2,,,0,,,,,,,,,
podman-py,v0,5.4.0.1,,,0,,,,,,,,,
poetry-conda,v0,0.1.1,,,0,,,,,,,,,
poetry-plugin-export,v0,1.3.0,,,0,,,,,,,,,
powerbiclient,v0,,,,0,,,,,,,,,
ppt-master,v1,2.3.0,,,0,,,,,,,,,
presenton,v1,0.7.3,,,0,,,,,,,,,
primp,v1,0.15.0,,,0,,,,,,,,,
privateGPT,v0,0.1.0,,,0,,,,,,,,,
prometheus-client,v1,0.24.1,3.10,,0,,,,,,,,,
prometheus-fastapi-instrumentator,v0,7.0.0,,,0,,,,,,,,,
propcache,v0,0.3.1,,,0,,,,,,,,,
propelauth_py,v0,4.2.4,,,0,,,,,,,,,
prophecy-build-tool,both,1.3.0,3.9,True,0,,,,,,,,,
proto-parser,v0,1.6.3,,,0,,,,,,,,,
proxy-tools,v0,0.1.0,,,0,,,,,,,,,
pss,v0,1.44,,,0,,,,,,,,,
psycopg2-yugabytedb,v0,2.9.3.post0,,,0,,,,,,,,,
pubcontrol,v0,3.5.0,,,0,,,,,,,,,
puccinialin,v1,0.1.5,3.10,,0,,,,,,,,,
Puput,v0,2.0.0,,,0,,,,,,,,,
py-grpc-prometheus,v0,0.8.0,,,0,,,,,,,,,
py-key-value,v1,0.4.4,3.10,,0,,,,,,,,,
py-key-value-aio,v1,0.2.8,3.10,,0,,,,,,,,,
py-key-value-shared,v1,0.2.8,3.10,,0,,,,,,,,,
pyapacheatlas,v0,0.16.0,,,0,,,,,,,,,
pyarrow,v1,{{,,,0,,,,,,,,,
pyarrow-hotfix,v0,0.4,,,0,,,,,,,,,
pyaudio,v0,0.2.14,,,0,,,,,,,,,
pyCalverter,v0,1.6.1,,,0,,,,,,,,,
pycaret,v0,3.2.0,,,0,,,,,,,,,
pycirclize,v0,1.6.0,,,0,,,,,,,,,
pyct,v0,0.5.0,,,0,,,,,,,,,
pydantic-kedro,v0,0.5.1,,,0,,,,,,,,,
Pydantic-SQLAlchemy,v0,0.0.9,,,0,,,,,,,,,
pydantic-yaml,v0,1.1.1,,,0,,,,,,,,,
pydata-google-auth,v0,1.8.2,,,0,,,,,,,,,
pydeck,v0,0.9.1,,,0,,,,,,,,,
pydocket,v0,0.16.3,3.10,,0,,,,,,,,,
pyecharts,v0,2.0.4,,,0,,,,,,,,,
pyexiftool,v1,0.5.6,3.10,,0,,,,,,,,,
pygetimportables,v1,0.3.0,3.9,True,0,,,,,,,,,
pygithub,v0,2.1.1,,,0,,,,,,,,,
pygount,v0,3.1.0,3.10,,0,,,,,,,,,
pygwalker,both,0.4.9.15,3.10,,0,,,,,,,,,
pyiceberg,both,0.9.1,,,0,,,,,,,,,
pyiceberg-core,v0,0.4.0,,,0,,,,,,,,,
pyicu,v0,2.13.1,,,0,,,,,,,,,
pyignite,v0,0.6.1,,,0,,,,,,,,,
pyinstaller-versionfile,v0,3.1.0,,,0,,,,,,,,,
pyjwkest,v1,1.4.2,3.10,,0,,,,,,,,,
pylance,v0,0.8.18,,,0,,,,,,,,,
pylint-django,v0,2.7.0,3.10,,0,,,,,,,,,
pylint-plugin-utils,v0,0.8.2,,,0,,,,,,,,,
pymongoarrow,both,1.11.0,3.10,,0,,,,,,,,,
pymupdf,v0,1.26.7,,,0,,,,,,,,,
pynessie,v0,0.67.0,,,0,,,,,,,,,
pyngo,v0,2.5.0,3.12,,0,,,,,,,,,
pynput-robocorp-fork,v0,5.0.0,,,0,,,,,,,,,
pyobjc-framework-applicationservices,v0,9.2,,,0,,,,,,,,,
pyobjc-framework-CoreText,v0,9.2,,,0,,,,,,,,,
pyobjc-framework-quartz,v0,10.2,,,0,,,,,,,,,
pyobjc-framework-systemconfiguration,v0,9.2,,,0,,,,,,,,,
pyodide,v0,0.29.3,,,0,,,,,,,,,
pyodide-py,both,0.29.3,,,0,,,,,,,,,
pypac,v0,0.16.4,,,0,,,,,,,,,
pysqlite3,v0,0.5.3,,,0,,,,,,,,,
pytest-deadfixtures,v0,2.2.1,,,0,,,,,,,,,
pytest-excel,v0,1.6.0,,,0,,,,,,,,,
pytest-instafail,v0,0.5.0,,,0,,,,,,,,,
pytest-playwright,v0,0.5.2,,,0,,,,,,,,,
pytest-postgresql,v0,5.0.0,,,0,,,,,,,,,
pytest-pythonpath,v0,0.7.3,,,0,,,,,,,,,
pytest-robotframework,both,4.4.0.post2,3.9,True,0,,,,,,,,,
pytest-sugar,v0,0.9.7,,,0,,,,,,,,,
python-a2a,v1,0.5.10,3.10,,0,,,,,,,,,
python-core,v1,0.7.0,3.10,,0,,,,,,,,,
python-duckdb,both,1.4.4,,,0,,,,,,,,,
python-gnupg,both,0.5.5,3.10,,0,,,,,,,,,
python-ipware,v0,2.0.3,,,0,,,,,,,,,
python-openid2,v0,3.2,,,0,,,,,,,,,
python-patch,both,1.16,3.9,True,0,,,,,,,,,
python-quickjs,v0,1.19.4,,,0,,,,,,,,,
python-ulid,both,3.1.0,,,0,,,,,,,,,
python-wasmtime,v0,27.0.1,,,0,,,,,,,,,
python-webui,v1,2.5.6,3.10,,0,,,,,,,,,
pywebview,v0,4.2.2,,,0,,,,,,,,,
pyxform,v0,2.0.0,,,0,,,,,,,,,
pyyaml,v0,6.0.1,,,0,,,,,,,,,
qh3,v0,1.2.0,,,0,,,,,,,,,
queryish,v1,0.2,3.10,,0,,,,,,,,,
questionary,v0,2.0.1,,,0,,,,,,,,,
quickjs,v0,1.19.4,,,0,,,,,,,,,
radon,v0,6.0.1,,,0,,,,,,,,,
rai-core-flask,v0,0.6.0,,,0,,,,,,,,,
raitracker,v0,0.2.0,,,0,,,,,,,,,
raiutils,v0,0.4.0,,,0,,,,,,,,,
raiwidgets,v0,0.27.0,,,0,,,,,,,,,
RapidOCR,both,3.3.1,3.10,,0,,,,,,,,,
rcssmin,v0,1.1.2,,,0,,,,,,,,,
rdflib,v0,7.0.0,,,0,,,,,,,,,
reactpy,both,2.0.0b2,3.10,,0,,,,,,,,,
reactpy-apexcharts,v1,0.0.12,,,0,,,,,,,,,
reactpy-django,both,5.2.1,3.10,,0,,,,,,,,,
reactpy-forms,v1,0.0.8,,,0,,,,,,,,,
reactpy-github-buttons,v1,0.0.14,,,0,,,,,,,,,
reactpy-jupyter,v1,0.9.5,,,0,,,,,,,,,
reactpy-query,v1,0.2.0,,,0,,,,,,,,,
reactpy-router,both,1.0.0,3.10,,0,,,,,,,,,
reactpy-select,v1,0.0.5,,,0,,,,,,,,,
reactpy-table,v1,0.0.15,,,0,,,,,,,,,
reactpy-utils,v1,0.0.33,,,0,,,,,,,,,
redis-py,both,6.0.0,3.8,True,0,,,,,,,,,
redshift_connector,v0,2.1.10,3.10,,0,,,,,,,,,
reflex,both,0.8.16,3.11,,0,,,,,,,,,
reflex-hosting-cli,both,0.1.58,3.11,,0,,,,,,,,,
reloading,v1,1.1.2,3.10,,0,,,,,,,,,
repoze.lru,v0,0.7,,,0,,,,,,,,,
requests-cache,v0,1.1.0,,,0,,,,,,,,,
requests-jwt,v0,0.5.3,,,0,,,,,,,,,
responsibleai,v0,0.36.0,,,0,,,,,,,,,
responsibleai-text,v0,0.2.7,,,0,,,,,,,,,
rest-pandas,v0,1.1.0,,,0,,,,,,,,,
retry,v0,,,,0,,,,,,,,,
retry2,v0,0.9.5,,,0,,,,,,,,,
rise,v0,5.7.1,,,0,,,,,,,,,
rjsmin,v0,1.2.2,,,0,,,,,,,,,
robocorp,v0,2.0.0,,,0,,,,,,,,,
robocorp-browser,v0,2.1.0,,,0,,,,,,,,,
robocorp-excel,both,0.5.0,,,0,,,,,,,,,
robocorp-http,v0,0.4.0,,,0,,,,,,,,,
robocorp-inspector,v0,0.10.2,,,0,,,,,,,,,
robocorp-inspector-commons,v0,0.10.2,,,0,,,,,,,,,
robocorp-log,both,3.1.0,,,0,,,,,,,,,
robocorp-storage,both,1.1.0,,,0,,,,,,,,,
robocorp-tasks,both,4.1.0,,,0,,,,,,,,,
robocorp-vault,both,1.4.0,,,0,,,,,,,,,
robocorp-windows,v1,1.1.1,,,0,,,,,,,,,
robocorp-workitems,both,1.5.0,,,0,,,,,,,,,
robotcode,v1,1.9.0,,,0,,,,,,,,,
robotcode-analyze,v1,1.9.0,,,0,,,,,,,,,
robotcode-core,v1,1.9.0,,,0,,,,,,,,,
robotcode-debugger,v1,1.9.0,,,0,,,,,,,,,
robotcode-jsonrpc2,v1,1.9.0,,,0,,,,,,,,,
robotcode-language-server,v1,1.9.0,,,0,,,,,,,,,
robotcode-modifiers,v1,1.9.0,,,0,,,,,,,,,
robotcode-plugin,v1,1.9.0,,,0,,,,,,,,,
robotcode-repl,v1,1.9.0,,,0,,,,,,,,,
robotcode-repl-server,v1,1.9.0,,,0,,,,,,,,,
robotcode-robot,v1,1.9.0,,,0,,,,,,,,,
robotcode-runner,v1,1.9.0,,,0,,,,,,,,,
robotframework,both,7.3.2,3.10,,0,,,,,,,,,
robotframework-aiagent,v1,0.0.1,,,0,,,,,,,,,
robotframework-aiagent-slim,v1,0.0.1,,,0,,,,,,,,,
robotframework-assertion-engine,both,3.0.3,3.10,,0,,,,,,,,,
robotframework-browser,both,19.9.0,3.10,,0,,,,,,,,,
robotframework-databaselibrary,both,2.3.1,3.10,,0,,,,,,,,,
robotframework-datadriver,v1,1.11.2,3.10,,0,,,,,,,,,
robotframework-excellib,v0,2.0.1,,,0,,,,,,,,,
robotframework-pythonlibcore,v1,4.4.1,3.10,,0,,,,,,,,,
robotframework-requests,both,0.9.7,3.10,,0,,,,,,,,,
RocksDict,v0,0.3.27,,,0,,,,,,,,,
rouge,v0,1.0.1,,,0,,,,,,,,,
rpa,v0,1.50.0,,,0,,,,,,,,,
rpaframework,both,31.2.0,3.10,,0,,,,,,,,,
rpaframework-core,both,12.1.1,3.10,,0,,,,,,,,,
rpaframework-pdf,both,10.0.0,3.10,,0,,,,,,,,,
rpaframework-windows,v0,7.3.2,,,0,,,,,,,,,
rpds-py,v0,0.18.1,,,0,,,,,,,,,
rpm-vercmp,v0,0.1.2,,,0,,,,,,,,,
ruamel.yaml.jinja2,v0,0.2.7,,,0,,,,,,,,,
runcell,both,0.1.15,3.10,,0,,,,,,,,,
s3transfer,v0,0.7.0,,,0,,,,,,,,,
safety,v0,2.3.5,,,0,,,,,,,,,
salt,v0,3007.1,,,0,,,,,,,,,
sas7bdat-converter,v0,2.0.0,,,0,,,,,,,,,
schemaorg,v0,0.1.1,,,0,,,,,,,,,
seedir,v0,0.5.0,,,0,,,,,,,,,
segment-analytics-python,v0,2.2.3,,,0,,,,,,,,,
seldon-core,v0,1.17.1,,,0,,,,,,,,,
selectolax,v0,0.3.20,,,0,,,,,,,,,
selenium,v0,4.25.0,,,0,,,,,,,,,
sema4ai-action-server,v1,3.1.1,3.12,,0,,,,,,,,,
sema4ai-actions,v1,1.6.6,3.10,,0,,,,,,,,,
sema4ai-common,v1,0.2.2,3.11,,0,,,,,,,,,
sema4ai-data,v1,1.2.2,3.10,,0,,,,,,,,,
sema4ai-http-helper,v1,2.1.2,3.10,,0,,,,,,,,,
sema4ai-mcp,v1,0.0.3,3.10,,0,,,,,,,,,
semgrep,v0,1.63.0,,,0,,,,,,,,,
sentry-sdk,v0,1.36.0,,,0,,,,,,,,,
setuptools-git-version,v0,1.0.3,,,0,,,,,,,,,
setuptools-git-versioning,v0,2.0.0,,,0,,,,,,,,,
setuptools-parcels,v0,0.0.8,,,0,,,,,,,,,
sf-hamilton,v0,1.81.2,,,0,,,,,,,,,
sf-hamilton-contrib,v0,0.0.8,,,0,,,,,,,,,
sf-hamilton-sdk,v0,0.8.0,,,0,,,,,,,,,
sf-hamilton-ui,v0,0.0.17,,,0,,,,,,,,,
shap,v0,0.45.0,,,0,,,,,,,,,
shapash,both,2.8.0,3.10,,0,,,,,,,,,
shillelagh,v0,1.2.24,,,0,,,,,,,,,
shortid,v0,0.1.2,,,0,,,,,,,,,
shot-scraper,v0,1.9.1,3.10,,0,,,,,,,,,
simgrep,v0,0.1.0,,,0,,,,,,,,,
simple-salesforce,v0,1.12.5,,,0,,,,,,,,,
singleton-decorator,v0,1.0.0,,,0,,,,,,,,,
sketch,v0,0.5.0,,,0,,,,,,,,,
skope-rules,v0,1.0.1,,,0,,,,,,,,,
skranger,v0,0.7.0,,,0,,,,,,,,,
slf4j-api,v0,2.0.17,,,0,,,,,,,,,
smartcommit,v1,0.0.1,,,0,,,,,,,,,
smartsheet-python-sdk,v0,3.0.2,,,0,,,,,,,,,
smmap,v0,5.0.0,,,0,,,,,,,,,
solara,v0,1.27.0,,,0,,,,,,,,,
soundfile,v1,0.13.1,,,0,,,,,,,,,
spacy,v0,3.7.5,,,0,,,,,,,,,
spec-kit,v0,0.1.4,3.11,,0,,,,,,,,,
spec-workflow-mcp,both,2.0.9,,,0,,,,,,,,,
sphinx-external-toc,v0,1.0.0,,,0,,,,,,,,,
sphinx-wagtail-theme,v0,6.2.0,,,0,,,,,,,,,
sphinx_rtd_theme,v0,2.0.0,,,0,,,,,,,,,
splunk-opentelemetry,both,2.9.0,3.10,,0,,,,,,,,,
sqlalchemy-dremio,both,3.0.5,3.10,,0,,,,,,,,,
sqlfluff,v1,4.0.4,3.10,,0,,,,,,,,,
sqlfluff-templater-dbt,v1,4.0.4,3.10,,0,,,,,,,,,
sqlglot,both,27.6.0,,,0,,,,,,,,,
sqlglotc,both,29.0.1,,,0,,,,,,,,,
sqlite-history,v0,0.1,,,0,,,,,,,,,
sqlite-migrate,v0,0.1b0,,,0,,,,,,,,,
sqllineage,v0,1.4.3,,,0,,,,,,,,,
sqlmesh,both,0.196.2,3.9,True,0,,,,,,,,,
ssh-python,v0,1.0.0,,,0,,,,,,,,,
starlette-compress,v1,1.6.0,,,0,,,,,,,,,
streamlit,v1,1.51.0,,,0,,,,,,,,,
streamlit-reveal-slides,v0,0.2.0,,,0,,,,,,,,,
streamlit_code_editor,v0,0.1.10,,,0,,,,,,,,,
StringZilla,both,4.4.2,,,0,,,,,,,,,
structlog-gcp,both,0.5.0,3.10,,0,,,,,,,,,
superduperdb,v0,0.1.0,,,0,,,,,,,,,
supervisor,v0,4.0.2,,,0,,,,,,,,,
supervisor-win,v1,4.7.0,3.10,,0,,,,,,,,,
swapper,v0,1.1.0,,,0,,,,,,,,,
synthetic-data,v0,1.2.3,,,0,,,,,,,,,
tabcmd,v0,2.0.12,,,0,,,,,,,,,
table-evaluator,v0,1.7.1,,,0,,,,,,,,,
tableau-to-sqlite,v0,0.2.1,,,0,,,,,,,,,
tableauscraper,v0,0.1.2,,,0,,,,,,,,,
tabpy,v0,2.10.0,,,0,,,,,,,,,
tagui,v0,1.50.0,,,0,,,,,,,,,
taipy,v0,3.0.0,,,0,,,,,,,,,
taipy-config,v0,3.0.0,,,0,,,,,,,,,
taipy-core,v0,3.0.0,,,0,,,,,,,,,
taipy-gui,v0,3.0.0,,,0,,,,,,,,,
taipy-rest,v0,3.0.0,,,0,,,,,,,,,
taipy-templates,v0,3.0.0,,,0,,,,,,,,,
tastymap,v0,0.4.0,,,0,,,,,,,,,
tbxforms,v0,3.0.0,,,0,,,,,,,,,
tencentcloud-sdk-python,v1,3.0.1336,,,0,,,,,,,,,
tensorflow-io,v0,0.34.0,,,0,,,,,,,,,
teradata-mcp-server,both,0.1.5,,,0,,,,,,,,,
textract,v0,1.6.5,,,0,,,,,,,,,
textract-plus,v0,0.1b0,,,0,,,,,,,,,
textstat,both,0.7.7,3.9,True,0,,,,,,,,,
textual,v0,6.11.0,3.10,,0,,,,,,,,,
textual-speedups,v1,0.2.1,,,0,,,,,,,,,
tika-client,v1,0.10.0,3.10,,0,,,,,,,,,
time-machine,v0,2.10.0,,,0,,,,,,,,,
timeconvert,v0,3.0.13,,,0,,,,,,,,,
timelib,v0,0.3.0,,,0,,,,,,,,,
timer,v0,0.3.0,,,0,,,,,,,,,
tinyhtml5,v1,2.0.0,3.9,True,0,,,,,,,,,
toolbox-core,v1,0.5.0,3.10,,0,,,,,,,,,
tox,v0,4.15.1,,,0,,,,,,,,,
tox-poetry-installer,v0,0.10.3,,,0,,,,,,,,,
tox-uv,v0,1.15.0,,,0,,,,,,,,,
tree-sitter,both,0.25.2,,,0,,,,,,,,,
trufflehog,v0,2.2.1,,,0,,,,,,,,,
trufflehog3,v0,3.0.9,,,0,,,,,,,,,
truststore,v1,0.10.4,3.10,,0,,,,,,,,,
turbodbc,v0,4.8.0,,,0,,,,,,,,,
types-appdirs,v0,1.4.3.5,,,0,,,,,,,,,
types-lxml,both,2025.3.30,3.9,True,0,,,,,,,,,
tyrannosaurus,v0,0.10.4,,,0,,,,,,,,,
uavro,v0,0.1.2,,,0,,,,,,,,,
uiautomation,v0,2.0.24,,,0,,,,,,,,,
unicode-slugify,v0,0.1.5,,,0,,,,,,,,,
universal-document-mcp,v1,1.0.0,3.10,,0,,,,,,,,,
universal-mcp,v1,0.1.23,3.11,,0,,,,,,,,,
universal-mcp-confluence,v1,0.1.4,3.10,,0,,,,,,,,,
universal-mcp-github,v1,0.1.2,3.10,,0,,,,,,,,,
universal-mcp-jira,both,0.1.4,3.10,,0,,,,,,,,,
universal-mcp-markitdown,v1,0.1.2,3.11,,0,,,,,,,,,
upload,v0,0.1.1,,,0,,,,,,,,,
urllib3-future,v0,2.10.902,,,0,,,,,,,,,
urllib3.future,v0,2.9.900,,,0,,,,,,,,,
uvenv,v0,3.9.0,,,0,,,,,,,,,
uvicorn-worker,v0,0.2.0,,,0,,,,,,,,,
uvx,v0,2.5.1,,,0,,,,,,,,,
v6d,v0,16.0.6,,,0,,,,,,,,,
validate-pyproject,v0,0.23,,,0,,,,,,,,,
vcver,v0,0.2.12,,,0,,,,,,,,,
verlib2,v0,0.1.0,,,0,,,,,,,,,
versiontag,v0,1.2.0,,,0,,,,,,,,,
viewflow,v0,2.0.0,,,0,,,,,,,,,
vishap,v0,0.1.5,,,0,,,,,,,,,
vision-explanation-methods,v0,0.1.1,,,0,,,,,,,,,
visions,v1,0.8.1,3.10,,0,,,,,,,,,
vizro,both,0.1.54,3.10,,0,,,,,,,,,
vizro-ai,both,0.4.0,3.10,,0,,,,,,,,,
vizro-dash-components,v1,0.1.1,3.10,,0,,,,,,,,,
vizro-mcp,v0,0.1.1,3.10,,0,,,,,,,,,
vllm,v0,0.4.2,,,0,,,,,,,,,
vllm-nccl-cu12,v0,2.18.1.0.4.0,,,0,,,,,,,,,
voila,v0,0.5.8,,,0,,,,,,,,,
vulture,both,2.16,3.10,,0,,,,,,,,,
wagtail,both,7.3,3.10,,0,,,,,,,,,
wagtail-ab-testing,v0,0.9,,,0,,,,,,,,,
wagtail-accessibility,v0,2.0.0,,,0,,,,,,,,,
wagtail-advanced-form-builder,v0,1.0.2,,,0,,,,,,,,,
wagtail-ai,both,3.0.0,3.11,,0,,,,,,,,,
wagtail-app-pages,v0,0.3.6,,,0,,,,,,,,,
wagtail-attachments,v0,4.1.0,,,0,,,,,,,,,
wagtail-autocomplete,v0,0.12.0,,,0,,,,,,,,,
wagtail-bakery,v0,0.8.0,,,0,,,,,,,,,
wagtail-blocks,v0,1.0.1,,,0,,,,,,,,,
wagtail-bynder,v0,0.1.0,,,0,,,,,,,,,
wagtail-cache,v0,2.4.0,,,0,,,,,,,,,
wagtail-cache-invalidator,v0,0.7.0,,,0,,,,,,,,,
wagtail-charcount,v0,0.2.0,,,0,,,,,,,,,
wagtail-cjkcms,v0,23.12.2,,,0,,,,,,,,,
wagtail-ckeditor,v0,1.2.2,,,0,,,,,,,,,
wagtail-code-blog,v0,0.5.0,,,0,,,,,,,,,
wagtail-color-panel,v0,1.5.0,,,0,,,,,,,,,
wagtail-constance,v0,0.0.2,,,0,,,,,,,,,
wagtail-content-import,v0,0.8.0,,,0,,,,,,,,,
wagtail-draftail-plugins,both,0.3.0,,,0,,,,,,,,,
wagtail-dynamic-dropdown,v0,0.0.4,,,0,,,,,,,,,
wagtail-experiments,v0,0.3.1,,,0,,,,,,,,,
wagtail-external-link-richtext,v0,1.1.3,,,0,,,,,,,,,
wagtail-factories,v0,4.1.0,,,0,,,,,,,,,
wagtail-favicon,v0,0.3.0,,,0,,,,,,,,,
wagtail-feedback,v0,1.1.6,,,0,,,,,,,,,
wagtail-flags,both,5.5.0,3.12,,0,,,,,,,,,
wagtail-flexible-forms,v0,2.0.0,,,0,,,,,,,,,
wagtail-font-awesome-svg,v0,1.0.1,,,0,,,,,,,,,
wagtail-footnotes,v0,0.10.0,,,0,,,,,,,,,
wagtail-formation,v0,0.1.9,,,0,,,,,,,,,
wagtail-freezer,v0,0.1.0,,,0,,,,,,,,,
wagtail-generic-chooser,v0,0.6.1,,,0,,,,,,,,,
wagtail-grafl,v0,0.0.1,,,0,,,,,,,,,
wagtail-grapple,v0,0.25.0,,,0,,,,,,,,,
wagtail-headless-preview,v0,0.7.0,,,0,,,,,,,,,
wagtail-heroicons,v0,0.1.3,,,0,,,,,,,,,
wagtail-humanitarian-icons,v0,2.0.0,,,0,,,,,,,,,
wagtail-icon-chooser,v0,0.0.6,,,0,,,,,,,,,
wagtail-import-export-tool,v0,0.9.5,,,0,,,,,,,,,
wagtail-import-export-updated,v0,0.1.5,,,0,,,,,,,,,
wagtail-inventory,both,3.3,3.12,,0,,,,,,,,,
wagtail-json-widget,v0,0.0.7,,,0,,,,,,,,,
wagtail-knowledgebase,v0,1.0,,,0,,,,,,,,,
wagtail-linkchecker,v0,0.6.0,,,0,,,,,,,,,
wagtail-live,v0,1.0,,,0,,,,,,,,,
wagtail-liveedit,v0,0.0.8,,,0,,,,,,,,,
wagtail-localize-openai-translator,v0,0.3.0,,,0,,,,,,,,,
wagtail-maps,v0,0.3.0,,,0,,,,,,,,,
wagtail-markdown,v0,0.12.1,,,0,,,,,,,,,
wagtail-meta-preview,v0,4.0.0,,,0,,,,,,,,,
wagtail-metadata,v0,4.0.3,,,0,,,,,,,,,
wagtail-model-forms,v0,0.4.8,,,0,,,,,,,,,
wagtail-modeladmin,v0,1.0.0,,,0,,,,,,,,,
wagtail-nav-menus,v0,3.13.1,,,0,,,,,,,,,
wagtail-orderable,v0,1.2.0,,,0,,,,,,,,,
wagtail-pdf,v0,0.2.1,,,0,,,,,,,,,
wagtail-pdf-view,both,1.0.0,,,0,,,,,,,,,
wagtail-periodic-review,v0,0.2.0,,,0,,,,,,,,,
wagtail-plotly,v0,0.0.3,,,0,,,,,,,,,
wagtail-rangefilter,v0,0.2.0,,,0,,,,,,,,,
wagtail-resume,both,2.12.0,3.10,,0,,,,,,,,,
wagtail-review,v0,0.4,,,0,,,,,,,,,
wagtail-sb-admin-interface,v0,0.7.0,,,0,,,,,,,,,
wagtail-secret-sharing,v0,0.5.0,,,0,,,,,,,,,
wagtail-seo,both,3.1.0,3.10,,0,,,,,,,,,
wagtail-sharing,v0,2.12.1,,,0,,,,,,,,,
wagtail-site-inheritance,v0,1.1.0,,,0,,,,,,,,,
wagtail-storages,v0,1.0.0,,,0,,,,,,,,,
wagtail-streamfield-index,v0,0.0.4,,,0,,,,,,,,,
wagtail-surveyjs,v0,0.1.0,,,0,,,,,,,,,
wagtail-tag-manager,v0,2.0.0,,,0,,,,,,,,,
wagtail-taggable,v0,0.0.10,,,0,,,,,,,,,
wagtail-tenants,v0,0.2.0,,,0,,,,,,,,,
wagtail-themes,v0,0.5.0,,,0,,,,,,,,,
wagtail-transfer,v0,0.9.3,,,0,,,,,,,,,
wagtail-trash,v0,3.0.0,,,0,,,,,,,,,
wagtail-treemodeladmin,both,1.11.0,3.12,,0,,,,,,,,,
wagtail-user-workspace,v0,0.1.0.dev0,,,0,,,,,,,,,
wagtail-webstories,v0,0.1.1,,,0,,,,,,,,,
wagtail-word,v0,1.1.3,,,0,,,,,,,,,
wagtailcharts,v0,0.6.2,,,0,,,,,,,,,
wagtailcolumnblocks,v0,2.3.2,,,0,,,,,,,,,
wagtailextraicons,v0,3.0.0,,,0,,,,,,,,,
wagtailgridder,v0,1.0.4,,,0,,,,,,,,,
wagtailimagecaptions,v0,0.2.0,,,0,,,,,,,,,
wagtailmath,v0,1.3.0,,,0,,,,,,,,,
wagtailmedia,v0,0.14.5,,,0,,,,,,,,,
wagtailmenus,v0,4.0.1,,,0,,,,,,,,,
wagtailnews,v0,5.2.0,,,0,,,,,,,,,
wagtailstreamforms,v0,4.1.0,,,0,,,,,,,,,
wagtailtables,v0,0.2.2,,,0,,,,,,,,,
wagtailvideos,v0,7.0.0,,,0,,,,,,,,,
wasmtime-py,both,40.0.0,3.10,,0,,,,,,,,,
watchfiles,v0,0.20.0,,,0,,,,,,,,,
wave,v0,1.6.0,,,0,,,,,,,,,
wcmatch,v0,8.5.2,,,0,,,,,,,,,
weasel,both,{{,,,0,,,,,,,,,
weasyprint,both,67.0,3.10,,0,,,,,,,,,
webassets,v0,2.0,,,0,,,,,,,,,
webpack,v0,5.88.1,,,0,,,,,,,,,
webstories,v0,0.0.2,,,0,,,,,,,,,
webui2,v1,2.5.6,3.10,,0,,,,,,,,,
whisper,v1,1.1.10,3.10,,0,,,,,,,,,
whitenoise,both,6.11.0,3.10,,0,,,,,,,,,
whoosh-reloaded,v1,2.7.5,3.10,,0,,,,,,,,,
whylabs-client,v0,0.5.4,,,0,,,,,,,,,
whylogs,v0,1.3.0,,,0,,,,,,,,,
whylogs-sketching,v0,3.4.1.dev3,,,0,,,,,,,,,
wiki,v0,0.10,,,0,,,,,,,,,
win-precise-time,v0,1.4.2,,,0,,,,,,,,,
win_unicode_console,v1,0.5,3.9,True,0,,,,,,,,,
windows-curses,v0,2.4.0,,,0,,,,,,,,,
wordcloud,v0,1.9.3,,,0,,,,,,,,,
wq,v0,2.0.0,,,0,,,,,,,,,
wq.app,v0,2.0.0,,,0,,,,,,,,,
wq.build,v0,2.0.0,,,0,,,,,,,,,
wq.create,v0,2.0.0,,,0,,,,,,,,,
wq.db,v0,2.0.0,,,0,,,,,,,,,
wrapt,v1,1.17.3,,,0,,,,,,,,,
writefreely,both,0.16.0,,,0,,,,,,,,,
xapian-haystack,v0,3.1.0,,,0,,,,,,,,,
xdg-base-dirs,v1,6.0.2,3.10,,0,,,,,,,,,
xformers,both,0.0.30,,,0,,,,,,,,,
xlsconv,v0,2.0.0,,,0,,,,,,,,,
xorq,both,0.3.0,3.10,,0,,,,,,,,,
xorq-datafusion,both,0.2.3,3.10,,0,,,,,,,,,
xport,v0,3.6.1,,,0,,,,,,,,,
ydata-profiling,both,4.18.0,3.10,,0,,,,,,,,,
ydata-quality,both,0.1.0,3.7,True,0,,,,,,,,,
ydata-sdk,v1,1.1.4,3.10,,0,,,,,,,,,
ydata-synthetic,both,2.0.0,3.10,,0,,,,,,,,,
